seqnames	start	end	width	strand	refGenome	reads	patient	GTSP	cellType	timePoint	timePointDays	timePointMonths	posid	estAbund	relAbund	inFeature	nearestFeature	nearestFeatureStrand	inFeatureExon	inFeatureSameOrt	nearestFeatureDist	nearestOncoFeature	nearestOncoFeatureDist	nearestOncoFeatureStrand	nearestlymphomaFeature	nearestlymphomaFeatureDist	nearestlymphomaFeatureStrand
chr12	120544031	120544031	1	-	hg38	202	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr12-120544031	1	1.7857142857142856	TRUE	RNF10	+	FALSE	FALSE	0	TRIAP1	-97618	-	ETV6	108648628	+
chr12	128829164	128829164	1	-	hg38	29	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr12-128829164	1	1.7857142857142856	FALSE	SLC15A4	-	FALSE	TRUE	-5167	RAN	-2042828	+	ETV6	116933761	+
chr13	25978534	25978534	1	-	hg38	418	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr13-25978534	1	1.7857142857142856	TRUE	ATP8A2	+	FALSE	FALSE	-0	PDX1	-1941495	+	CDX2	1982382	-
chr13	50472128	50472128	1	-	hg38	2	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr13-50472128	1	1.7857142857142856	TRUE	DLEU1	+	FALSE	FALSE	-0	DLEU1	-0	+	CDX2	-22502759	-
chr13	79322658	79322658	1	-	hg38	92	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr13-79322658	1	1.7857142857142856	TRUE	RBM26	-	FALSE	TRUE	-0	POU4F1	-719097	-	CDX2	-51353289	-
chr13	27870432	27870432	1	+	hg38	631	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr13+27870432	1	1.7857142857142856	TRUE	PLUT	-	FALSE	FALSE	0	PDX1	-49597	+	CDX2	90484	-
chr14	20372624	20372624	1	+	hg38	1	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr14+20372624	1	1.7857142857142856	TRUE	TEP1	-	FALSE	FALSE	-0	CCNB1IP1	-39311	-	TCL1A	75337341	-
chr14	72985107	72985107	1	+	hg38	5	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr14+72985107	1	1.7857142857142856	TRUE	ZFYVE1	-	FALSE	FALSE	-0	PNMA1	726674	-	TCL1A	22724858	-
chr14	73925083	73925083	1	+	hg38	5	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr14+73925083	1	1.7857142857142856	TRUE	ZNF410	+	FALSE	TRUE	-0	PTGR2	39617	+	TCL1A	21784882	-
chr14	85952585	85952585	1	+	hg38	1153	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr14+85952585	1	1.7857142857142856	TRUE	LINC02328	+	FALSE	TRUE	0	PTPN21	2513191	-	TCL1A	9757380	-
chr15	73207968	73207968	1	-	hg38	2	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr15-73207968	1	1.7857142857142856	TRUE	NEO1	+	FALSE	FALSE	-0	PML	-786703	+	None.found	Inf	None.found
chr16	14201164	14201164	1	+	hg38	10	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr16+14201164	1	1.7857142857142856	TRUE	MKL2	+	FALSE	TRUE	-0	ERCC4	248815	+	None.found	Inf	None.found
chr16	69451710	69451710	1	+	hg38	506	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr16+69451710	1	1.7857142857142856	TRUE	CYB5B	+	FALSE	TRUE	-0	NFAT5	-114254	+	None.found	Inf	None.found
chr17	35523469	35523469	1	-	hg38	61	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr17-35523469	1	1.7857142857142856	FALSE	SLFN14	-	FALSE	TRUE	24654	TAF15	-285984	+	None.found	Inf	None.found
chr18	39626234	39626234	1	-	hg38	6	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr18-39626234	1	1.7857142857142856	TRUE	MIR924HG	-	FALSE	TRUE	0	SLC39A6	-3496839	-	BCL2	23497110	-
chr19	3913995	3913995	1	+	hg38	1	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr19+3913995	1	1.7857142857142856	TRUE	ATCAY	+	FALSE	TRUE	-0	MATK	-112182	-	TCF3	-2261665	-
chr2	161388489	161388489	1	-	hg38	199	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr2-161388489	1	1.7857142857142856	TRUE	PSMD14	+	FALSE	FALSE	-0	GALNT5	4069997	+	BCL11A	-100834990	-
chr2	43461254	43461254	1	-	hg38	3	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr2-43461254	1	1.7857142857142856	TRUE	THADA	-	FALSE	TRUE	0	THADA	0	-	BCL11A	16989911	-
chr2	83917968	83917968	1	-	hg38	22	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr2-83917968	1	1.7857142857142856	FALSE	FUNDC2P2	+	FALSE	FALSE	-372712	TMSB10	-987669	+	BCL11A	-23364469	-
chr2	86015972	86015972	1	-	hg38	1388	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr2-86015972	1	1.7857142857142856	FALSE	POLR1A	-	FALSE	TRUE	4242	USP39	366687	+	BCL11A	-25462473	-
chr2	9574463	9574463	1	-	hg38	2	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr2-9574463	1	1.7857142857142856	FALSE	YWHAQ	-	FALSE	TRUE	9502	ID2	890009	+	BCL11A	50876702	-
chr2	171012369	171012369	1	+	hg38	34	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr2+171012369	1	1.7857142857142856	TRUE	TLK1	-	FALSE	FALSE	-0	LRP2	-1649756	-	BCL11A	-110458870	-
chr2	181848601	181848601	1	+	hg38	29	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr2+181848601	1	1.7857142857142856	FALSE	SSFA2	+	FALSE	TRUE	-43113	PDE11A	-3740261	-	BCL11A	-121295102	-
chr20	28923178	28923178	1	-	hg38	7	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr20-28923178	1	1.7857142857142856	FALSE	FRG1DP	+	FALSE	FALSE	-157210	BCL2L1	2741272	-	None.found	Inf	None.found
chr22	36307346	36307346	1	+	hg38	4	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr22+36307346	1	1.7857142857142856	TRUE	MYH9	-	FALSE	FALSE	-0	MYH9	-0	-	BCR	12989308	+
chr3	154217488	154217488	1	+	hg38	8	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr3+154217488	1	1.7857142857142856	TRUE	ARHGEF26	+	FALSE	TRUE	-0	MME	-806634	+	None.found	Inf	None.found
chr3	59233370	59233370	1	+	hg38	953	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr3+59233370	1	1.7857142857142856	FALSE	C3orf67	-	FALSE	FALSE	-183337	FHIT	513906	-	None.found	Inf	None.found
chr4	4301786	4301786	1	-	hg38	98	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr4-4301786	1	1.7857142857142856	TRUE	ZBTB49	+	FALSE	FALSE	0	SH3BP2	1460689	+	RAP1GDS1	-93959588	+
chr4	44714621	44714621	1	-	hg38	4	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr4-44714621	1	1.7857142857142856	TRUE	GNPDA2	-	TRUE	TRUE	0	PHOX2B	-2965650	-	RAP1GDS1	-53546753	+
chr4	117815852	117815852	1	+	hg38	2	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr4+117815852	1	1.7857142857142856	FALSE	LINC02264	+	FALSE	TRUE	-18547	SYNPO2	-1034834	+	RAP1GDS1	19371990	+
chr5	143233500	143233500	1	+	hg38	1	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr5+143233500	1	1.7857142857142856	FALSE	ARHGAP26	+	FALSE	TRUE	4488	ARHGAP26	4488	+	TLX3	-28075782	+
chr5	177264224	177264224	1	+	hg38	42	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr5+177264224	1	1.7857142857142856	TRUE	NSD1	+	FALSE	TRUE	-0	NSD1	-0	+	TLX3	5952089	+
chr5	80142929	80142929	1	+	hg38	5	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr5+80142929	1	1.7857142857142856	TRUE	SERINC5	-	TRUE	FALSE	-0	MSH3	-511717	+	TLX3	-91166353	+
chr6	103375161	103375161	1	-	hg38	1	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr6-103375161	1	1.7857142857142856	FALSE	GRIK2	+	FALSE	FALSE	1305077	PRDM1	-2711157	+	NKAIN2	-20428683	+
chr6	156474254	156474254	1	-	hg38	3	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr6-156474254	1	1.7857142857142856	FALSE	SNORD28B	+	FALSE	FALSE	95429	ARID1B	-303599	+	NKAIN2	31648613	+
chr6	35870178	35870178	1	-	hg38	12	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr6-35870178	1	1.7857142857142856	TRUE	SRPK1	-	FALSE	TRUE	-0	MAPK14	-157497	+	BRD2	2888672	+
chr7	17400547	17400547	1	-	hg38	2	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr7-17400547	1	1.7857142857142856	TRUE	KCCAT333	+	FALSE	FALSE	0	TWIST1	1712498	-	None.found	Inf	None.found
chr7	56042683	56042683	1	-	hg38	77	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr7-56042683	1	1.7857142857142856	TRUE	PSPH	-	FALSE	TRUE	0	EGFR	834602	+	None.found	Inf	None.found
chr7	75437756	75437756	1	-	hg38	12	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr7-75437756	1	1.7857142857142856	TRUE	POM121C	-	FALSE	TRUE	-0	HIP1	95540	-	None.found	Inf	None.found
chr7	72929870	72929870	1	+	hg38	1	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr7+72929870	1	1.7857142857142856	TRUE	POM121	+	FALSE	TRUE	-0	BCL7B	606481	-	None.found	Inf	None.found
chr8	125220589	125220589	1	+	hg38	1	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr8+125220589	1	1.7857142857142856	TRUE	NSMCE2	+	FALSE	TRUE	0	RNF139	731970	+	MYC	-2514843	+
chr8	17757447	17757447	1	+	hg38	71	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr8+17757447	1	1.7857142857142856	TRUE	MTUS1	-	FALSE	FALSE	0	MTUS1	0	-	MYC	-109977985	+
chr9	34013194	34013194	1	+	hg38	1	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr9+34013194	1	1.7857142857142856	TRUE	UBAP2	-	FALSE	FALSE	0	BAG1	-748432	-	JAK2	28885010	+
chr9	97135996	97135996	1	+	hg38	1	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr9+97135996	1	1.7857142857142856	FALSE	ANKRD18CP	-	FALSE	FALSE	19895	XPA	538911	-	TAL2	-8526459	+
chrX	6683527	6683527	1	-	hg38	24	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chrX-6683527	1	1.7857142857142856	FALSE	VCX3A	-	FALSE	TRUE	-148408	MID1	3761781	-	MTCP1	148380505	-
chrX	41693893	41693893	1	+	hg38	19	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chrX+41693893	1	1.7857142857142856	TRUE	CASK,GPR34	-,+	FALSE	FALSE	-0	BCOR	-1516563	-	MTCP1	113370139	-
chr1	160297021	160297021	1	-	hg38	146	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr1-160297021	1	0.4524886877828055	TRUE	COPA	-	FALSE	TRUE	-0	SLAMF6	188007	-	PBX1	-4262337	+
chr1	19202523	19202523	1	-	hg38	609	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr1-19202523	1	0.4524886877828055	TRUE	UBR4	-	FALSE	TRUE	0	NBL1	-440704	+	LCK	-13048714	+
chr1	21731815	21731815	1	-	hg38	5	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr1-21731815	1	0.4524886877828055	TRUE	USP48	-	FALSE	TRUE	0	RAP1GAP	-62434	-	LCK	-10519422	+
chr1	219989189	219989189	1	-	hg38	47	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr1-219989189	1	0.4524886877828055	TRUE	EPRS	-	FALSE	TRUE	-0	TGFB2	1544569	+	PBX1	55103141	+
chr1	225401820	225401820	1	-	hg38	332	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr1-225401820	1	0.4524886877828055	TRUE	LBR	-	TRUE	TRUE	-0	ENAH	85007	-	PBX1	60515772	+
chr1	225540063	225540063	1	-	hg38	1	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr1-225540063	1	0.4524886877828055	TRUE	ENAH	-	FALSE	TRUE	-0	ENAH	-0	-	PBX1	60654015	+
chr1	235190592	235190592	1	-	hg38	426	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr1-235190592	1	0.4524886877828055	TRUE	ARID4B	-	FALSE	TRUE	-0	RBM34	-28975	-	PBX1	70304544	+
chr1	28705557	28705557	1	-	hg38	3	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr1-28705557	1	0.4524886877828055	TRUE	GMEB1	+	FALSE	FALSE	-0	PTPRU	-530957	+	LCK	-3545680	+
chr1	39208477	39208477	1	-	hg38	57	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr1-39208477	1	0.4524886877828055	TRUE	MACF1	+	FALSE	FALSE	0	MACF1	0	+	LCK	6922309	+
chr1	41117104	41117104	1	-	hg38	537	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr1-41117104	1	0.4524886877828055	TRUE	SCMH1	-	FALSE	TRUE	-0	CITED4	-254757	-	TAL1	6099184	-
chr1	52490771	52490771	1	-	hg38	1	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr1-52490771	1	0.4524886877828055	TRUE	ZCCHC11	-	TRUE	TRUE	0	EPS15	-971447	-	STIL	-5176623	-
chr1	54527022	54527022	1	-	hg38	12	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr1-54527022	1	0.4524886877828055	FALSE	ACOT11	+	FALSE	FALSE	-21110	SSBP3	-120626	-	STIL	-7212874	-
chr1	88782563	88782563	1	-	hg38	13	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr1-88782563	1	0.4524886877828055	TRUE	PKN2	+	FALSE	FALSE	-0	GBP1	269739	-	STIL	-41468415	-
chr1	158342321	158342321	1	+	hg38	1	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr1+158342321	1	0.4524886877828055	FALSE	CD1B	-	FALSE	FALSE	-10789	FCRL4	-744240	-	PBX1	-6217037	+
chr1	168003963	168003963	1	+	hg38	211	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr1+168003963	1	0.4524886877828055	TRUE	DCAF6	+	TRUE	TRUE	0	GPR161	75577	-	PBX1	3117915	+
chr1	169835126	169835126	1	+	hg38	8	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr1+169835126	1	0.4524886877828055	TRUE	C1orf112	+	FALSE	TRUE	-0	SELE	-101046	-	PBX1	4949078	+
chr1	173872917	173872917	1	+	hg38	2	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr1+173872917	1	0.4524886877828055	TRUE	ZBTB37	+	FALSE	TRUE	0	GAS5	-4034	-	PBX1	8986869	+
chr1	197583684	197583684	1	+	hg38	16	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr1+197583684	1	0.4524886877828055	TRUE	DENND1B	-	FALSE	FALSE	-0	ASPM	-436989	-	PBX1	32697636	+
chr1	204456571	204456571	1	+	hg38	63	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr1+204456571	1	0.4524886877828055	TRUE	PIK3C2B	-	FALSE	FALSE	0	MDM4	-59806	+	PBX1	39570523	+
chr1	20578303	20578303	1	+	hg38	880	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr1+20578303	1	0.4524886877828055	FALSE	CDA	+	FALSE	TRUE	-10646	CDA	-10646	+	LCK	-11672934	+
chr1	88988287	88988287	1	+	hg38	75	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr1+88988287	1	0.4524886877828055	TRUE	KYAT3,RBMXL1	-,-	TRUE	FALSE	0	GBP1	64015	-	STIL	-41674139	-
chr10	101956351	101956351	1	-	hg38	3	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr10-101956351	1	0.4524886877828055	TRUE	ARMH3	-	FALSE	TRUE	0	LDB1	150139	-	NFKB2	-437757	+
chr10	11941188	11941188	1	-	hg38	1	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr10-11941188	1	0.4524886877828055	TRUE	UPF2	-	FALSE	TRUE	-0	GATA3	3865986	+	KLF6	-8155906	-
chr10	215990	215990	1	-	hg38	26	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr10-215990	1	0.4524886877828055	TRUE	ZMYND11	+	FALSE	FALSE	-0	DIP2C	58198	-	KLF6	3560004	-
chr10	61740962	61740962	1	-	hg38	279	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr10-61740962	1	0.4524886877828055	TRUE	CABCOCO1	+	FALSE	FALSE	-0	RHOBTB1	-739493	-	TLX1	-39390340	+
chr10	114440680	114440680	1	+	hg38	1	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr10+114440680	1	0.4524886877828055	TRUE	ABLIM1	-	FALSE	FALSE	-0	TCF7L2	1273001	+	NFKB2	12038150	+
chr10	25570830	25570830	1	+	hg38	1	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr10+25570830	1	0.4524886877828055	TRUE	GPR158	+	FALSE	TRUE	-0	ABI1	1175764	-	BMI1	3239344	+
chr10	52455546	52455546	1	+	hg38	16	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr10+52455546	1	0.4524886877828055	TRUE	LINC01468	-	FALSE	FALSE	-0	DKK1	137888	+	BMI1	30124060	+
chr11	122811450	122811450	1	-	hg38	1	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr11-122811450	1	0.4524886877828055	TRUE	UBASH3B	+	TRUE	FALSE	-0	MIR125B1	-711605	-	PICALM	-36741568	-
chr11	62790050	62790050	1	-	hg38	69	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr11-62790050	1	0.4524886877828055	TRUE	TMEM179B	+	TRUE	FALSE	-0	FEN1	992805	+	CCND1	-6851053	+
chr11	66090964	66090964	1	-	hg38	8	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr11-66090964	1	0.4524886877828055	TRUE	PACS1	+	FALSE	FALSE	0	CST6	77458	+	CCND1	-3550139	+
chr11	82879381	82879381	1	-	hg38	1	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr11-82879381	1	0.4524886877828055	TRUE	PRCP	-	FALSE	TRUE	0	PICALM	3077788	-	PICALM	3077788	-
chr11	10533518	10533518	1	+	hg38	2	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr11+10533518	1	0.4524886877828055	TRUE	RNF141	-	FALSE	FALSE	0	MRVI1	39571	-	LMO1	-2264882	-
chr11	118404248	118404248	1	+	hg38	871	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr11+118404248	1	0.4524886877828055	TRUE	LOC100131626,ATP5MG	-,+	FALSE	FALSE	0	KMT2A	-32240	+	PICALM	-32334366	-
chr11	119264518	119264518	1	+	hg38	33	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr11+119264518	1	0.4524886877828055	TRUE	CBL	+	FALSE	TRUE	-0	CBL	-0	+	PICALM	-33194636	-
chr11	35735519	35735519	1	+	hg38	4	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr11+35735519	1	0.4524886877828055	TRUE	TRIM44	+	FALSE	TRUE	0	CD44	503116	+	LMO2	-1843229	-
chr11	58559642	58559642	1	+	hg38	205	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr11+58559642	1	0.4524886877828055	TRUE	LPXN	-	FALSE	FALSE	0	CTNND1	740461	+	CCND1	-11081461	+
chr11	605822	605822	1	+	hg38	89	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr11+605822	1	0.4524886877828055	TRUE	PHRF1	+	FALSE	TRUE	-0	HRAS	-70254	-	NUP98	3069186	-
chr11	78449831	78449831	1	+	hg38	6	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr11+78449831	1	0.4524886877828055	TRUE	NARS2	-	FALSE	FALSE	-0	GAB2	-32008	-	PICALM	7507338	-
chr11	9489389	9489389	1	+	hg38	1	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr11+9489389	1	0.4524886877828055	TRUE	ZNF143	+	FALSE	TRUE	0	SWAP70	-174686	+	LMO1	-1220753	-
chr11	97117549	97117549	1	+	hg38	1	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr11+97117549	1	0.4524886877828055	FALSE	LOC105369443	+	FALSE	TRUE	602798	MAML2	-774368	-	PICALM	-11047667	-
chr12	128713201	128713201	1	-	hg38	55	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr12-128713201	1	0.4524886877828055	FALSE	TMEM132C	+	FALSE	FALSE	5285	RAN	-2158791	+	ETV6	116817798	+
chr12	25058859	25058859	1	-	hg38	7	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr12-25058859	1	0.4524886877828055	TRUE	LRMP	+	FALSE	FALSE	0	LRMP	0	+	ETV6	13163456	+
chr12	45930116	45930116	1	-	hg38	62	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr12-45930116	1	0.4524886877828055	TRUE	SCAF11	-	FALSE	TRUE	-0	ARID2	22075	+	ETV6	34034713	+
chr12	51456089	51456089	1	-	hg38	54	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr12-51456089	1	0.4524886877828055	TRUE	SLC4A8	+	FALSE	FALSE	-0	CELA1	-109409	-	ETV6	39560686	+
chr12	57506570	57506570	1	-	hg38	19	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr12-57506570	1	0.4524886877828055	TRUE	MARS	+	FALSE	FALSE	-0	MARS	-0	+	ETV6	45611167	+
chr12	57854406	57854406	1	-	hg38	21	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr12-57854406	1	0.4524886877828055	FALSE	CTDSP2	-	FALSE	TRUE	-7441	CDK4	-101958	-	ETV6	45959003	+
chr12	68625478	68625478	1	-	hg38	3	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr12-68625478	1	0.4524886877828055	TRUE	RAP1B	+	FALSE	FALSE	0	RAP1B	0	+	ETV6	56730075	+
chr12	69266754	69266754	1	-	hg38	263	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr12-69266754	1	0.4524886877828055	TRUE	CPSF6	+	FALSE	FALSE	-0	MDM2	421209	+	ETV6	57371351	+
chr12	70310634	70310634	1	-	hg38	32	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr12-70310634	1	0.4524886877828055	TRUE	CNOT2	+	FALSE	FALSE	-0	TSPAN8	814461	-	ETV6	58415231	+
chr12	108804909	108804909	1	+	hg38	55	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr12+108804909	1	0.4524886877828055	TRUE	SSH1	-	FALSE	FALSE	-0	CORO1C	-73358	-	ETV6	96909506	+
chr12	122771563	122771563	1	+	hg38	33	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr12+122771563	1	0.4524886877828055	FALSE	DENR	+	FALSE	TRUE	498	DENR	498	+	ETV6	110876160	+
chr12	124456552	124456552	1	+	hg38	26	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr12+124456552	1	0.4524886877828055	TRUE	NCOR2	-	FALSE	FALSE	0	NCOR2	0	-	ETV6	112561149	+
chr12	45870902	45870902	1	+	hg38	51	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr12+45870902	1	0.4524886877828055	TRUE	ARID2	+	FALSE	TRUE	-0	ARID2	-0	+	ETV6	33975499	+
chr12	61652834	61652834	1	+	hg38	2	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr12+61652834	1	0.4524886877828055	FALSE	FAM19A2	-	FALSE	FALSE	55412	USP15	-607504	+	ETV6	49757431	+
chr12	64407590	64407590	1	+	hg38	6	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr12+64407590	1	0.4524886877828055	TRUE	XPOT	+	FALSE	TRUE	0	WIF1	643032	-	ETV6	52512187	+
chr12	89635619	89635619	1	+	hg38	31	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr12+89635619	1	0.4524886877828055	TRUE	ATP2B1	-	FALSE	FALSE	0	KITLG	-1055145	-	ETV6	77740216	+
chr12	95028775	95028775	1	+	hg38	445	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr12+95028775	1	0.4524886877828055	TRUE	NR2C1	-	FALSE	FALSE	-0	METAP2	-445269	+	ETV6	83133372	+
chr13	108770847	108770847	1	-	hg38	324	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr13-108770847	1	0.4524886877828055	TRUE	MYO16	+	FALSE	FALSE	0	TNFSF13B	462362	+	CDX2	-80801478	-
chr13	42380568	42380568	1	-	hg38	842	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr13-42380568	1	0.4524886877828055	FALSE	LINC02341	+	FALSE	FALSE	-44322	FOXO1	-1713970	-	CDX2	-14411199	-
chr13	50087689	50087689	1	-	hg38	1	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr13-50087689	1	0.4524886877828055	TRUE	DLEU2,DLEU1	-,+	FALSE	FALSE	-0	DLEU2,DLEU1	-0	-,+	CDX2	-22118320	-
chr13	50215425	50215425	1	-	hg38	3	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr13-50215425	1	0.4524886877828055	TRUE	DLEU1	+	FALSE	FALSE	0	DLEU1	0	+	CDX2	-22246056	-
chr13	41810521	41810521	1	+	hg38	439	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr13+41810521	1	0.4524886877828055	TRUE	VWA8	-	FALSE	FALSE	0	FOXO1	-1143923	-	CDX2	-13841152	-
chr13	47007169	47007169	1	+	hg38	6	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr13+47007169	1	0.4524886877828055	FALSE	HTR2A	-	FALSE	FALSE	-110092	LCP1	-824844	-	CDX2	-19037800	-
chr14	32098134	32098134	1	-	hg38	46	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr14-32098134	1	0.4524886877828055	TRUE	ARHGAP5	+	FALSE	FALSE	0	PRKD1	-2170391	-	TCL1A	63611831	-
chr14	63428182	63428182	1	-	hg38	1	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr14-63428182	1	0.4524886877828055	TRUE	PPP2R5E	-	FALSE	TRUE	-0	SYNE2	-424781	+	TCL1A	32281783	-
chr14	68034789	68034789	1	-	hg38	1	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr14-68034789	1	0.4524886877828055	TRUE	RAD51B	+	FALSE	FALSE	0	RAD51B	0	+	TCL1A	27675176	-
chr14	70981466	70981466	1	-	hg38	50	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr14-70981466	1	0.4524886877828055	TRUE	PCNX1	+	FALSE	FALSE	0	ZFP36L1	-2185222	-	TCL1A	24728499	-
chr14	49596624	49596624	1	+	hg38	29	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr14+49596624	1	0.4524886877828055	TRUE	RPS29	-	FALSE	FALSE	0	ARF6	-296392	+	TCL1A	46113341	-
chr14	52777935	52777935	1	+	hg38	48	pGSK729	GTSP4249	JLTRG-R5	H48	48	48	chr14+52777935	1	0.4524886877828055	TRUE	GNPNAT1	-	TRUE	FALSE	-0	CDKN3	-1618931	+	TCL1A	42932030	-
